SMILES,FFV,id
*NCc1cccc(N*)c1,0.32297138000000003,0
*NCc1ccc(N*)cc1,0.322561555,1
*Nc1cccc(S(=O)(=O)c2cccc(N*)c2)c1,0.336299775,2
*Nc1ccc(-c2ccc(N*)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.32787588,3
*NCCCN(C)CCCN*,0.32591931,4
*NCC1CCCC(CN*)C1,0.33163789,5
*NCC1CCC(CN*)CC1,0.33576539,6
*Nc1ccc(Oc2ccc(Oc3ccc(N*)cc3)cc2)cc1,0.34207479,7
*Nc1cccc(Oc2cccc(Oc3cccc(N*)c3)c2)c1,0.33787009,8
*Nc1cc(C(c2ccc(C)c(N*)c2)(C(F)(F)F)C(F)(F)F)ccc1C,0.34739951,9
*Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N*)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.34875187,10
*Nc1ccc(C(c2ccc(N*)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.34186008,11
*Nc1cc(C(c2ccc(O)c(N*)c2)(C(F)(F)F)C(F)(F)F)ccc1O,0.32241826,12
*NCCOCCOCCN*,0.31484972,13
*NCCNCCCNCCN*,0.3304575349999999,14
*NCCCNCCCCNCCCN*,0.34373829,15
*Nc1ccc(C2(c3ccc(N*)cc3)c3ccccc3-c3ccccc32)cc1,0.36778690249999996,16
*Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N*)cc4)cc3)cc2)cc1,0.35032863,17
*NCCC[Si](C)(C)O[Si](C)(C)CCCN*,0.37320765,18
*Nc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N*)cc3)cc2)cc1,0.35733218499999997,19
*Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N*)cc4)cc3)cc2)cc1,0.34360821,20
*Nc1ccc(Oc2cccc(Oc3ccc(N*)cc3)c2)cc1,0.34111608,21
*Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N*)c4)cc3)cc2)c1,0.34393632,22
*Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N*)cc4)cc3)cc2)cc1,0.34442362,23
*Nc1cccc(C(c2cccc(N*)c2)(C(F)(F)F)C(F)(F)F)c1,0.34059386,24
*Nc1ccc(-c2ccc(N*)cc2C(F)(F)F)c(C(F)(F)F)c1,0.34397372,25
*Nc1nc(CCC2OCC3(COC(CCc4nc(N)nc(N)n4)OC3)CO2)nc(N*)n1,0.32807349,26
*NCCCNCCNCCCN*,0.33492047,27
*Nc1ccc(C2(c3ccc(N*)cc3)CCCCC2)cc1,0.352691375,28
*Nc1ccc(C2(c3ccc(N*)c(Cl)c3)c3ccccc3-c3ccccc32)cc1Cl,0.37468924,29
*Nc1ccc(C2(c3ccc(N*)c(F)c3)c3ccccc3-c3ccccc32)cc1F,0.37295561,30
*Nc1cc(C2(c3ccc(O)c(N*)c3)c3ccccc3-c3ccccc32)ccc1O,0.3549773,31
*Nc1ccc(C2(c3ccc(N*)c(C)c3)c3ccccc3-c3ccccc32)cc1C,0.381850225,32
*Nc1cc(S(=O)(=O)c2ccc(O)c(N*)c2)ccc1O,0.32138495,33
*Nc1ccccc1Sc1ccccc1N*,0.34070370999999994,34
*NCC1C2CCC(C2)C1CN*,0.32950873,35
*Nc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(N*)cc3)c2)cc1,0.357695145,36
*Nc1ccc(Oc2ccc(Oc3ccc(N*)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,0.34410013,37
*NC1CCCC(N*)C1,0.3345322075,38
*NC1CCC(N*)CC1,0.335096197,39
*Nc1ccc(Nc2ccc(N*)cc2)cc1,0.31540535,40
*Nc1ccc(-c2ccc(N*)c(N)c2)cc1N,0.33095696,41
*NCCCCN*,0.31431622000000004,42
*NCCCCCCCCCCN*,0.34317069,43
*Nc1ccc(S(=O)(=O)c2ccc(N*)cc2)cc1,0.33955438,44
*NCCCNCCCN*,0.3265421,45
*NCCCCCCCCCCCCN*,0.34669796,46
*Nc1ccc2c(c1)Cc1cc(N*)ccc1-2,0.34641463749999996,47
*NCCCCCCCN*,0.33180826,48
*NCCCCCCN*,0.32836302500000003,49
*NCCCCCN*,0.320050415,50
*Nc1cccc2c(N*)cccc12,0.334950335,51
*NCCCCCCCCN*,0.33689515,52
*Nc1nc(N*)nc(-c2ccccc2)n1,0.33811735,53
*NCC(C)N*,0.31754129,54
*NCCCN*,0.311097505,55
*Nc1ccc(/C=C/c2ccc(N*)cc2)cc1,0.34415534,56
*Nc1ccc(/C=C/c2ccc(N*)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.32549076,57
*NCc1cccc(CN*)c1,0.31831938,58
*Nc1ccc(SSc2ccc(N*)cc2)cc1,0.35710288,59
*Nc1ccc(-c2ccc(N*)c(CC)c2)cc1CC,0.35834459999999996,60
*NCCNCCN*,0.31717722,61
*Nc1nc(C)nc(N*)n1,0.3244865,62
*Nc1c(C)cc(-c2cc(C)c(N*)c3ccccc23)c2ccccc12,0.3713375925,63
*NCc1ccc(CN*)cc1,0.320806375,64
*Nc1ccccc1SSc1ccccc1N*,0.350175865,65
*Nc1ccc(-c2ccc(N*)c(OC)c2)cc1OC,0.33411517,66
*Nc1ccc(C(=O)c2ccc(N*)cc2)cc1,0.337244965,67
*NCC(C)(C)CN*,0.32817407,68
*NCCCOCCOCCOCCCN*,0.32558131999999995,69
*Nc1c(F)c(F)c(-c2c(F)c(F)c(N*)c(F)c2F)c(F)c1F,0.33298496,70
*Nc1ccc(CCc2ccc(N*)cc2C)c(C)c1,0.348463,71
*Nc1cccc(C(=O)c2cccc(N*)c2)c1,0.33606973999999995,72
*Nc1cccc(Cc2cccc(N*)c2)c1,0.33697796,73
*Nc1ccc(Cc2cccc(N*)c2)cc1,0.338153865,74
*Nc1cc(Cl)c(N*)cc1Cl,0.34205564,75
*Nc1cc(N*)c(O)cc1O,0.30277596,76
*Nc1ccc(Oc2cccc(N*)c2)cc1,0.33227609,77
*Nc1cc(S)c(N*)cc1S,0.34631119,78
*Nc1ccc(Cc2ccc(N*)c(C)c2)cc1C,0.35117058,79
*NCCCCCCCCCCCN*,0.34603548,80
*NCC(C)(C)N*,0.32677864,81
*Nc1ccc2[nH]c3ccc(N*)cc3c2c1,0.33036591000000004,82
*Nc1ccc2ccc3c(N*)ccc4ccc1c2c43,0.33622072999999997,83
*Nc1cc(N*)c2ccc3cccc4ccc1c2c43,0.3359726875,84
*Nc1ccc2ccc3ccc(N*)c4ccc1c2c34,0.33560175999999997,85
*Nc1cc(C)c(N*)cc1C,0.34531296499999997,86
*Nc1nc(N*)nc(N(C)C)n1,0.33908484,87
*Nc1ccc(-c2ccc(N*)c(O)c2)cc1O,0.31809801,88
